name,category,address,city,state,postcode,phone,email,facebook,osm_type,osm_id,osm_url,latitude,longitude,source_region,confidence_score,no_website_signal,verification_status,search_query,verification_error
Drop & Go,shop:dry_cleaning,2007 Route 104,Ontario,NY,14519,+1 315-524-5804,,,node,5071560121,https://www.openstreetmap.org/node/5071560121,43.2278952,-77.284264,Wayne County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Drop & Go""","No cached search result for ""Drop & Go"""
Drydock Marine,shop:boat,7171 Transit Road,East Amherst,NY,14051,+17166887144,,,way,1396157604,https://www.openstreetmap.org/way/1396157604,43.0452143,-78.6962966,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Drydock Marine""","No cached search result for ""Drydock Marine"""
Early Bird Childcare Center,amenity:childcare,243 West Main Street,Springville,NY,14141,+1-716-592-3868,,,node,5949004176,https://www.openstreetmap.org/node/5949004176,42.5094056,-78.6765185,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Early Bird Childcare Center""","No cached search result for ""Early Bird Childcare Center"""
EG Tax,office:tax_advisor,3498 Sheridan Drive,Amherst,NY,14226,+1-716-446-0578,,,node,8441871593,https://www.openstreetmap.org/node/8441871593,42.9800158,-78.8035892,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""EG Tax""","No cached search result for ""EG Tax"""
Eggsperience Vasilis Main St,amenity:restaurant,1526 Main Street,Buffalo,NY,14209,+17164363533,,,node,9449146004,https://www.openstreetmap.org/node/9449146004,42.9152424,-78.8647643,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Eggsperience Vasilis Main St""","No cached search result for ""Eggsperience Vasilis Main St"""
El Rinconsito Caribeño,amenity:restaurant,478 Portland Avenue,Rochester,NY,14605,+1 585-434-2106,,,way,776865187,https://www.openstreetmap.org/way/776865187,43.1744723,-77.5915178,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""El Rinconsito Caribeño""","No cached search result for ""El Rinconsito Caribeño"""
Elite Towing,shop:towing,1654 Main Street,Buffalo,NY,14209,+17163812811,,,node,9447060953,https://www.openstreetmap.org/node/9447060953,42.9181176,-78.8619672,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Elite Towing""","No cached search result for ""Elite Towing"""
Elmo's,amenity:bar,2349 Millersport Highway,Erie County,NY,,+1 716-688-7237,,,node,1612106151,https://www.openstreetmap.org/node/1612106151,43.0141142,-78.768637,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Elmo's""","No cached search result for ""Elmo's"""
Elmwood Express Minimart,shop:convenience,460 Elmwood Avenue,Buffalo,NY,14222,+1-716-885-6191,,,way,1014241974,https://www.openstreetmap.org/way/1014241974,42.9093649,-78.8773789,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Elmwood Express Minimart""","No cached search result for ""Elmwood Express Minimart"""
EMG Spine & Sports Medicine,healthcare:physiotherapist,80 Mead Street,North Tonawanda,NY,14120,+1 716 692 4020,,,node,10174363316,https://www.openstreetmap.org/node/10174363316,43.0364997,-78.8608642,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""EMG Spine & Sports Medicine""","No cached search result for ""EMG Spine & Sports Medicine"""
Empire Therapeutic Massage Center,shop:massage,700 North Winton Road,Rochester,NY,14609,+1 585-730-8730,,,node,8785857151,https://www.openstreetmap.org/node/8785857151,43.1589147,-77.5477228,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Empire Therapeutic Massage Center""","No cached search result for ""Empire Therapeutic Massage Center"""
Euro Deli & Gifts,shop:deli,2321 Millersport Highway,Erie County,NY,,+1 716-688-1459,,,node,12043863218,https://www.openstreetmap.org/node/12043863218,43.0133736,-78.768983,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Euro Deli & Gifts""","No cached search result for ""Euro Deli & Gifts"""
Euro Taste Deli Foods,shop:deli,2858 Niagara Falls Boulevard,Buffalo,NY,14228,+1 716 693 0507,,,node,10195625151,https://www.openstreetmap.org/node/10195625151,43.0324196,-78.8227128,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Euro Taste Deli Foods""","No cached search result for ""Euro Taste Deli Foods"""
EXL Hair & Nails,shop:beauty,285 West Ferry Street,Buffalo,NY,14213,+1-716-602-1363,,,node,12549696083,https://www.openstreetmap.org/node/12549696083,42.915165,-78.8910861,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""EXL Hair & Nails""","No cached search result for ""EXL Hair & Nails"""
Exodus Gardens Funeral Home,shop:funeral_directors,605 Masten Avenue,Buffalo,NY,14209,+17168860513,,,way,1024498307,https://www.openstreetmap.org/way/1024498307,42.918912,-78.8590388,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Exodus Gardens Funeral Home""","No cached search result for ""Exodus Gardens Funeral Home"""
Exotic Nails,shop:beauty,2141 Elmwood Avenue Unit 500,Buffalo,NY,14207,+17164470592,,,node,9077603411,https://www.openstreetmap.org/node/9077603411,42.9559853,-78.8773526,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Exotic Nails""","No cached search result for ""Exotic Nails"""
EXPO Market on Hertel,amenity:restaurant,1488 Hertel Avenue,Buffalo,NY,14216,+1-716-931-9680,,,node,6635120180,https://www.openstreetmap.org/node/6635120180,42.9479972,-78.8528047,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""EXPO Market on Hertel""","No cached search result for ""EXPO Market on Hertel"""
Extra Space Storage,shop:storage_rental,2681 Niagara Falls Boulevard,Buffalo,NY,14228,+1 716 691 4565,,,way,972960617,https://www.openstreetmap.org/way/972960617,43.0267195,-78.821107,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Extra Space Storage""","No cached search result for ""Extra Space Storage"""
Eyewhere Unlimited,shop:optician,1480 Hertel Avenue,Buffalo,NY,14216,+17168343511,,,node,2607334303,https://www.openstreetmap.org/node/2607334303,42.9478497,-78.8533457,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Eyewhere Unlimited""","No cached search result for ""Eyewhere Unlimited"""
"Fair Price Halal Meat, Grocery & Food",shop:supermarket,3323 Bailey Avenue,Buffalo,NY,14215,+17165361890,,,node,9424920570,https://www.openstreetmap.org/node/9424920570,42.9454792,-78.8135361,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Fair Price Halal Meat, Grocery & Food""","No cached search result for ""Fair Price Halal Meat, Grocery & Food"""
Famous Footwear,shop:shoes,2101 Elmwood Avenue Unit Suite 1000,Buffalo,NY,14207,+1 716 515 4415,,,node,9077603393,https://www.openstreetmap.org/node/9077603393,42.9543736,-78.8778503,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Famous Footwear""","No cached search result for ""Famous Footwear"""
Flowers & Fountains,shop:florist,1350 Pittsford-Mendon Road,Mendon,NY,14506,+1 585-624-2060,,,way,1018407554,https://www.openstreetmap.org/way/1018407554,43.0006031,-77.5046684,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Flowers & Fountains""","No cached search result for ""Flowers & Fountains"""
Frankies Donuts and Pizza,amenity:fast_food,717 Portage Rd,Niagara County,NY,,+1 716-285-7494,,,node,11235183158,https://www.openstreetmap.org/node/11235183158,43.0953135,-79.0485941,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Frankies Donuts and Pizza""","No cached search result for ""Frankies Donuts and Pizza"""
Fumo Vapes Smoke & Vape Shop,shop:e-cigarette,332 Kenmore Avenue,Tonawanda,NY,14223,+17165510103,,,node,9391201983,https://www.openstreetmap.org/node/9391201983,42.9579606,-78.8301611,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Fumo Vapes Smoke & Vape Shop""","No cached search result for ""Fumo Vapes Smoke & Vape Shop"""
Galene,amenity:restaurant,5870 Big Tree Road,Lakeville,NY,14480,+15853467231,,,way,827714990,https://www.openstreetmap.org/way/827714990,42.8347085,-77.7013585,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Galene""","No cached search result for ""Galene"""
Gallea's,shop:florist,2832 Clover Street,Pittsford,NY,14534,+1 585-586-3017,,,node,6590955484,https://www.openstreetmap.org/node/6590955484,43.0881504,-77.5424933,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Gallea's""","No cached search result for ""Gallea's"""
Gary's Service,shop:car_repair,265 Main Street,Tonawanda,NY,14150,+1-716-692-1298,,,way,931550267,https://www.openstreetmap.org/way/931550267,43.0123951,-78.8792511,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Gary's Service""","No cached search result for ""Gary's Service"""
Gasport Community Dental Care PLLC,amenity:dentist,8403 Rochester Road Unit 2,Gasport,NY,14067,+1-716-772-5590,,,way,606426882,https://www.openstreetmap.org/way/606426882,43.1956833,-78.5737091,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Gasport Community Dental Care PLLC""","No cached search result for ""Gasport Community Dental Care PLLC"""
GEICO,office:insurance,3618 Delaware Avenue Unit 400,Buffalo,NY,14217,+1 716 517 3300,,,node,9627479452,https://www.openstreetmap.org/node/9627479452,42.9825582,-78.8729706,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""GEICO""","No cached search result for ""GEICO"""
Geneseo Auto Parts,shop:car_parts,4143 Lakeville Road,Geneseo,NY,14454,+15852432620,,,node,8805448942,https://www.openstreetmap.org/node/8805448942,42.7971264,-77.79532,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Geneseo Auto Parts""","No cached search result for ""Geneseo Auto Parts"""
Geneseo Hardware & Rental,shop:hardware,4364 Pondside Plaza,Geneseo,NY,14454,+15852432510,,,node,8805448970,https://www.openstreetmap.org/node/8805448970,42.8006468,-77.7797406,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Geneseo Hardware & Rental""","No cached search result for ""Geneseo Hardware & Rental"""
George Anthony's Studio,craft:photographer,2185 Niagara Falls Boulevard,Buffalo,NY,14228,+1 716 440 9493,,,node,9120777743,https://www.openstreetmap.org/node/9120777743,43.0140428,-78.8218266,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""George Anthony's Studio""","No cached search result for ""George Anthony's Studio"""
Go Gas Outlet,amenity:fuel,1421 Main Street,Buffalo,NY,14209,+17168861869,,,way,1024785997,https://www.openstreetmap.org/way/1024785997,42.9122428,-78.8653045,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Go Gas Outlet""","No cached search result for ""Go Gas Outlet"""
Gold Circle Optical,shop:optician,1606 Niagara Falls Boulevard Unit A,Tonawanda,NY,14150,+1 716 834 6666,,,node,9802611186,https://www.openstreetmap.org/node/9802611186,42.998271,-78.8228692,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Gold Circle Optical""","No cached search result for ""Gold Circle Optical"""
Good Spirits Liquors,shop:alcohol,4275 Genesee Valley Plaza,Geneseo,NY,14454,+1 585-243-0220,,,node,8805445997,https://www.openstreetmap.org/node/8805445997,42.7968015,-77.7849604,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Good Spirits Liquors""","No cached search result for ""Good Spirits Liquors"""
Goodwill,shop:charity,4119 Lakeville Road,Geneseo,NY,14454,+18004663945,,,node,8805448404,https://www.openstreetmap.org/node/8805448404,42.7971332,-77.7957789,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Goodwill""","No cached search result for ""Goodwill"""
Gooney Village,amenity:restaurant,1930 State Highway 96,Phelps,NY,14532,+1 315-548-3870,,,node,11057356326,https://www.openstreetmap.org/node/11057356326,42.9624588,-77.0857412,Ontario County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Gooney Village""","No cached search result for ""Gooney Village"""
Gordon P Tussing DO PC,amenity:doctors,4643 Main Street,Buffalo,NY,14226,+1-716-839-9113,,,way,915644193,https://www.openstreetmap.org/way/915644193,42.9615887,-78.7791426,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Gordon P Tussing DO PC""","No cached search result for ""Gordon P Tussing DO PC"""
Great Clips,shop:hairdresser,4273 Genesee Valley Plaza,Geneseo,NY,14454,+1 585-245-9076,,,node,8805446815,https://www.openstreetmap.org/node/8805446815,42.7967558,-77.7850317,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Great Clips""","No cached search result for ""Great Clips"""
Great Lakes Dental Group,amenity:dentist,5919 South Transit Road,Lockport,NY,14094,+1-716-433-6240,,,node,8168329946,https://www.openstreetmap.org/node/8168329946,43.1355811,-78.6947235,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Great Lakes Dental Group""","No cached search result for ""Great Lakes Dental Group"""
Greeks & Sneaks,shop:books,3230 Main Street,Buffalo,NY,14214,+17168334913,,,node,9295565847,https://www.openstreetmap.org/node/9295565847,42.9520275,-78.825235,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Greeks & Sneaks""","No cached search result for ""Greeks & Sneaks"""
Grovers Bar & Grill,amenity:restaurant,9160 Transit Road,East Amherst,NY,14051,+1-716-636-1803,,,node,2355583376,https://www.openstreetmap.org/node/2355583376,43.0184654,-78.6972637,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Grovers Bar & Grill""","No cached search result for ""Grovers Bar & Grill"""
H&R Block,office:tax_advisor,9 East Main Street,Springville,NY,14141,+1-716-592-9282,,,node,5950247690,https://www.openstreetmap.org/node/5950247690,42.5085404,-78.6671634,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""H&R Block""","No cached search result for ""H&R Block"""
Hair It Is!,shop:hairdresser,580 Elmwood Avenue,Buffalo,NY,14222,+1-716-464-6807,,,node,9320524090,https://www.openstreetmap.org/node/9320524090,42.9128522,-78.8772955,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Hair It Is!""","No cached search result for ""Hair It Is!"""
Harbor Hots,amenity:restaurant,4776 Lake Avenue,Rochester,NY,14612,+1 585-865-4687,,,node,7228234986,https://www.openstreetmap.org/node/7228234986,43.2576911,-77.6088247,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Harbor Hots""","No cached search result for ""Harbor Hots"""
Hardee Brothers Dry Cleaners,shop:dry_cleaning,8584 Main Street,Williamsville,NY,14221,+1-716-631-9488,,,way,1486530284,https://www.openstreetmap.org/way/1486530284,42.9656597,-78.6732205,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Hardee Brothers Dry Cleaners""","No cached search result for ""Hardee Brothers Dry Cleaners"""
Harmony Station,amenity:childcare,4624 Millennium Drive,Geneseo,NY,14454,+15855199905,,,node,8805448002,https://www.openstreetmap.org/node/8805448002,42.7978584,-77.7915027,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Harmony Station""","No cached search result for ""Harmony Station"""
Harry's Express,shop:convenience,265 Delaware Street,Tonawanda,NY,14150,+1 716 957 3757,,,way,1103236002,https://www.openstreetmap.org/way/1103236002,43.0116683,-78.8720053,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Harry's Express""","No cached search result for ""Harry's Express"""
Hertel Auto Care,shop:car_repair,1261 Hertel Avenue,Buffalo,NY,14216,+1-716-381-8510,,,way,1007509492,https://www.openstreetmap.org/way/1007509492,42.9474523,-78.861346,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Hertel Auto Care""","No cached search result for ""Hertel Auto Care"""
Hertel Ave Cafe & Bakery,shop:bakery,1150 Hertel Avenue,Buffalo,NY,14216,+17162598743,,,node,9291541417,https://www.openstreetmap.org/node/9291541417,42.9479273,-78.8655704,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Hertel Ave Cafe & Bakery""","No cached search result for ""Hertel Ave Cafe & Bakery"""
Higher Ground Colour Studio,shop:beauty,15 South Main Street,Pittsford,NY,14534,+1 585-944-3942,,,node,3234443090,https://www.openstreetmap.org/node/3234443090,43.0904865,-77.5157119,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Higher Ground Colour Studio""","No cached search result for ""Higher Ground Colour Studio"""
Hobby Lobby,shop:craft,1560 Military Road,Niagara Falls,NY,14304,+1-716-297-2093,,,way,551528584,https://www.openstreetmap.org/way/551528584,43.095811,-78.9785915,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Hobby Lobby""","No cached search result for ""Hobby Lobby"""
Hodge Automotive,shop:car_repair,607 Main Street,Tonawanda,NY,14150,+17166940500,,,way,938591119,https://www.openstreetmap.org/way/938591119,43.0027108,-78.8810419,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Hodge Automotive""","No cached search result for ""Hodge Automotive"""
HomeSense,shop:interior_decoration,1501 Niagara Falls Boulevard,Buffalo,NY,14228,+1 716 862 3894,,,node,10130980701,https://www.openstreetmap.org/node/10130980701,42.9969111,-78.8201389,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""HomeSense""","No cached search result for ""HomeSense"""
Homewood Suites by Hilton Buffalo-Amherst,tourism:hotel,1138 Millersport Highway,Buffalo,NY,14226,+1 716 833 2277,,,way,1080377253,https://www.openstreetmap.org/way/1080377253,42.9838063,-78.796081,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Homewood Suites by Hilton Buffalo-Amherst""","No cached search result for ""Homewood Suites by Hilton Buffalo-Amherst"""
Hospitality Inn - Buffalo Airport,tourism:hotel,6627 Transit Road,Williamsville,NY,14221,+1 716 631 5415,,,way,1057004456,https://www.openstreetmap.org/way/1057004456,42.9484171,-78.6962401,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Hospitality Inn - Buffalo Airport""","No cached search result for ""Hospitality Inn - Buffalo Airport"""
"Hotel at the Lafayette, Trademark Collection by Wyndham",tourism:hotel,391 Washington Street,Buffalo,NY,14203,+1 716 853 1505,,,way,1069428316,https://www.openstreetmap.org/way/1069428316,42.8849029,-78.8729307,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Hotel at the Lafayette, Trademark Collection by Wyndham""","No cached search result for ""Hotel at the Lafayette, Trademark Collection by Wyndham"""
House of Jacob,shop:antiques,1453 Hertel Avenue,Buffalo,NY,14216,+17162846510,,,node,9289198263,https://www.openstreetmap.org/node/9289198263,42.9475591,-78.8542503,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""House of Jacob""","No cached search result for ""House of Jacob"""
Hu's Discount Store,shop:variety_store,498 Elmwood Avenue,Buffalo,NY,14222,+17168860098,,,node,9357174142,https://www.openstreetmap.org/node/9357174142,42.9105694,-78.877278,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Hu's Discount Store""","No cached search result for ""Hu's Discount Store"""
Hydro Garden Center,shop:garden_centre,1069 Lyell Avenue Unit B,Rochester,NY,14606,+1 585-458-3367,,,node,8487239845,https://www.openstreetmap.org/node/8487239845,43.1642725,-77.6531961,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Hydro Garden Center""","No cached search result for ""Hydro Garden Center"""
Incantation Tea,shop:tea,380 Hinds Street,Tonawanda,NY,14150,+1 716 264 5023,,,node,9718491645,https://www.openstreetmap.org/node/9718491645,43.0028313,-78.8894733,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Incantation Tea""","No cached search result for ""Incantation Tea"""
Innovative Field Box Office,shop:ticket,333 North Plymouth Avenue,Rochester,NY,14614,+1 585-423-9464,,,node,6551855814,https://www.openstreetmap.org/node/6551855814,43.1580422,-77.6210163,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Innovative Field Box Office""","No cached search result for ""Innovative Field Box Office"""
Inspiration Point,shop:gift,483 Elmwood Avenue,Buffalo,NY,14222,+17168838670,,,node,9494708448,https://www.openstreetmap.org/node/9494708448,42.910261,-78.8769404,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Inspiration Point""","No cached search result for ""Inspiration Point"""
JCPenney,shop:department_store,3 Walden Galleria Drive,Buffalo,NY,14225,+1 716 681 5100,,,way,1098055929,https://www.openstreetmap.org/way/1098055929,42.9129345,-78.7623048,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""JCPenney""","No cached search result for ""JCPenney"""
JG Autowerks,shop:car_repair,160 Ridge Road East,Rochester,NY,14621,+1 585-338-2886,,,way,283190747,https://www.openstreetmap.org/way/283190747,43.1939028,-77.6138542,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""JG Autowerks""","No cached search result for ""JG Autowerks"""
Jim's Steakout,amenity:fast_food,2952 Niagara Falls Boulevard Unit 100,Amherst,NY,14228,+1 716 695 2000,,,node,8996992134,https://www.openstreetmap.org/node/8996992134,43.0346783,-78.8233757,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Jim's Steakout""","No cached search result for ""Jim's Steakout"""
Jo-An's Hallmark Shoppe,shop:gift,3600 Delaware Avenue,Buffalo,NY,14217,+1 716 875 5588,,,node,9627479453,https://www.openstreetmap.org/node/9627479453,42.9823634,-78.8729462,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Jo-An's Hallmark Shoppe""","No cached search result for ""Jo-An's Hallmark Shoppe"""
Joe's Kwik Marts,shop:convenience,642 Cleveland Drive,Buffalo,NY,14225,+1 716 919 5651,,,node,8454660556,https://www.openstreetmap.org/node/8454660556,42.9453056,-78.7755701,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Joe's Kwik Marts""","No cached search result for ""Joe's Kwik Marts"""
John Campagna Chiropractor,healthcare:alternative,9138 Main Street,Clarence,NY,14031,+1-716-633-6161,,,way,1245827199,https://www.openstreetmap.org/way/1245827199,42.9694775,-78.6506726,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""John Campagna Chiropractor""","No cached search result for ""John Campagna Chiropractor"""
Jonzey's Closet,shop:clothes,978 South Clinton Avenue,Rochester,NY,14620,+1 585-232-5640,,,node,8492206250,https://www.openstreetmap.org/node/8492206250,43.1391648,-77.5954687,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Jonzey's Closet""","No cached search result for ""Jonzey's Closet"""
JP Checker's,amenity:pub,1854 Hertel Avenue,Buffalo,NY,14216,+17168351535,,,node,9288904450,https://www.openstreetmap.org/node/9288904450,42.9476841,-78.8394118,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""JP Checker's""","No cached search result for ""JP Checker's"""
Jules and Jane,shop:clothes,31 Central Avenue,Lancaster,NY,14086,+1-716-364-4790,,,way,98942268,https://www.openstreetmap.org/way/98942268,42.9015656,-78.6702114,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Jules and Jane""","No cached search result for ""Jules and Jane"""
Jumped Up Jellybeans,amenity:childcare,1365 Hertel Avenue,Buffalo,NY,14216,+1-716-783-8013,,,way,735093070,https://www.openstreetmap.org/way/735093070,42.9474908,-78.8576267,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Jumped Up Jellybeans""","No cached search result for ""Jumped Up Jellybeans"""
KaLu Salon & Day Spa,shop:hairdresser,2874 Niagara Falls Boulevard,Amherst,NY,14228,+1 716 695 5258,,,node,8999646901,https://www.openstreetmap.org/node/8999646901,43.032719,-78.8227846,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""KaLu Salon & Day Spa""","No cached search result for ""KaLu Salon & Day Spa"""
Kate's Country Cousins,amenity:marketplace,6148 Broadway Street,Lancaster,NY,14086,+1-716-685-4842,,,way,1483947717,https://www.openstreetmap.org/way/1483947717,42.8927735,-78.6138908,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Kate's Country Cousins""","No cached search result for ""Kate's Country Cousins"""
Kings Total Car Service,shop:car_repair,3781 Delaware Avenue,Buffalo,NY,14217,+1 716 876 5241,,,way,1051932411,https://www.openstreetmap.org/way/1051932411,42.9871679,-78.8727017,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Kings Total Car Service""","No cached search result for ""Kings Total Car Service"""
Knights Inn Tonawanda,tourism:motel,1970 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 6927260,,,way,396857696,https://www.openstreetmap.org/way/396857696,43.008094,-78.8235149,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Knights Inn Tonawanda""","No cached search result for ""Knights Inn Tonawanda"""
Kohler Pool and Recreation Center,leisure:sports_centre,291 Kohler Street,Tonawanda,NY,14150,+1-716-695-8658,,,node,2354315852,https://www.openstreetmap.org/node/2354315852,43.0095361,-78.8826803,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Kohler Pool and Recreation Center""","No cached search result for ""Kohler Pool and Recreation Center"""
Kreative Kitchens and Baths,shop:kitchen,4997 Harlem Road,Amherst,NY,14226,+1-716-831-2642,,,node,6919264089,https://www.openstreetmap.org/node/6919264089,42.9779723,-78.7834954,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Kreative Kitchens and Baths""","No cached search result for ""Kreative Kitchens and Baths"""
La Penna Insurance Agency Inc,office:insurance,3835 Harlem Road,Buffalo,NY,14215,+1-716-838-1880,,,way,909748754,https://www.openstreetmap.org/way/909748754,42.948233,-78.7837708,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""La Penna Insurance Agency Inc""","No cached search result for ""La Penna Insurance Agency Inc"""
